,Date,Time,Temperature,Pression,RAW465,RAW540,RAW619,Altitude,Latitude,Longitude,Elevation,AOT465,AOT540,AOT619,Alpha,RÂ²,Datetime,N,E,sza_rad,air_mass,day_of_year,E0
2,2024-06-04,08:27:41,24,841,2609.61273113857,2810.5106713565015,2262.419880608093,01568,4648.80336N,00950.64453E,48.3,0.0459,0.0403,0.0389,0.58,0.92,2024-06-04 08:27:41,46.81338933333333,9.8440755,0.7278022980816354,1.3393368082771915,156,0.9706421070742003
5,2024-06-04,09:00:37,24,841,2651.852810876699,2835.2365716910163,2285.085289248065,01619,4648.79066N,00950.68560E,53.4,0.0487,0.0439,0.0389,0.78,0.99,2024-06-04 09:00:37,46.81317766666667,9.84476,0.6387905062299246,1.2456131448333823,156,0.9706421070742003
6,2024-06-04,09:35:14,23,841,2697.1836281566425,2880.56738897096,2309.8111895825796,01616,4648.79352N,00950.67664E,58.3,0.0467,0.0390,0.0361,0.91,0.96,2024-06-04 09:35:14,46.813225333333335,9.844610666666666,0.5532693728822026,1.1753490156903816,156,0.9706421070742003
12,2024-06-18,07:02:19,29,844,2267.293721460673,2552.3839570520836,2110.2875047581574,01616,4648.80153N,00950.66908E,34.2,0.0727,0.0589,0.0513,1.22,0.99,2024-06-18 07:02:19,46.81335883333333,9.844484666666666,0.9738937226128358,1.779095485479867,170,0.9681145319742257
13,2024-06-18,07:02:32,29,844,2261.0961076434687,2547.2192788710795,2102.0240196685513,01618,4648.80068N,00950.66978E,34.2,0.0744,0.0602,0.0536,1.15,0.98,2024-06-18 07:02:32,46.813344666666666,9.844496333333334,0.9738937226128358,1.779095485479867,170,0.9681145319742257
14,2024-06-18,07:02:45,30,844,2252.8326225538626,2538.9557937814734,2094.793470215146,01619,4648.80031N,00950.66968E,34.2,0.0767,0.0622,0.0557,1.13,0.98,2024-06-18 07:02:45,46.8133385,9.844494666666666,0.9738937226128358,1.779095485479867,170,0.9681145319742257
15,2024-06-18,07:35:10,33,844,2379.883705806556,2646.381099946353,2174.3295142026045,01610,4648.80113N,00950.67048E,39.8,0.0744,0.0581,0.0488,1.48,0.99,2024-06-18 07:35:10,46.81335216666667,9.844508,0.8761552845011534,1.5622322248899199,170,0.9681145319742257
16,2024-06-18,07:35:26,33,844,2374.7190276255524,2639.1505504929473,2164.000157840597,01609,4648.80084N,00950.67022E,39.8,0.0760,0.0600,0.0519,1.34,0.99,2024-06-18 07:35:26,46.81334733333333,9.844503666666666,0.8761552845011534,1.5622322248899199,170,0.9681145319742257
17,2024-06-18,07:35:46,33,844,2377.817834534155,2646.381099946353,2171.230707294002,01609,4648.80052N,00950.66998E,39.9,0.0755,0.0584,0.0499,1.45,0.99,2024-06-18 07:35:46,46.813342,9.844499666666668,0.8744099552491591,1.5589688586362294,170,0.9681145319742257
18,2024-06-18,08:03:45,34,844,2349.928572356734,2592.6684468639132,2118.5509898477635,01615,4648.80111N,00950.67001E,44.6,0.1064,0.0880,0.0784,1.07,0.99,2024-06-18 08:03:45,46.813351833333336,9.844500166666666,0.7923794804054256,1.4241909164025093,170,0.9681145319742257
19,2024-06-18,08:04:04,34,844,2317.9075676345105,2556.5156995968864,2088.595856397941,01616,4648.80077N,00950.67043E,44.7,0.1163,0.0981,0.0885,0.96,0.99,2024-06-18 08:04:04,46.81334616666667,9.844507166666666,0.7906341511534313,1.4216768991924045,170,0.9681145319742257
20,2024-06-18,08:04:29,34,844,2327.2039883603175,2567.877991595095,2095.8264058513464,01617,4648.80054N,00950.67067E,44.7,0.1138,0.0952,0.0863,0.97,0.98,2024-06-18 08:04:29,46.81334233333333,9.844511166666667,0.7906341511534313,1.4216768991924045,170,0.9681145319742257
21,2024-06-18,08:35:39,34,844,2116.485118575362,2309.6440825449044,1867.547630250978,01618,4648.80101N,00950.67143E,49.8,0.2100,0.1930,0.1876,0.4,0.94,2024-06-18 08:35:39,46.813350166666666,9.844523833333334,0.7016223593017206,1.3092500648210947,170,0.9681145319742257
23,2024-06-18,08:36:16,34,844,1957.4130306004445,2138.1767669355777,1726.0354480914737,01614,4648.80031N,00950.67009E,49.9,0.2703,0.2525,0.2482,0.3,0.91,2024-06-18 08:36:16,46.8133385,9.8445015,0.6998770300497261,1.307323862032507,170,0.9681145319742257
24,2024-06-18,09:35:25,34,844,2392.2789334409654,2605.063674498322,2111.3204403943582,01616,4648.80037N,00950.66869E,58.7,0.1494,0.1250,0.1129,0.98,0.98,2024-06-18 09:35:25,46.8133395,9.844478166666667,0.5462880558742251,1.1703314012736825,170,0.9681145319742257
25,2024-06-18,09:35:55,34,844,2368.521413808348,2575.1085410485002,2091.6946633065436,01616,4648.80088N,00950.66945E,58.7,0.1581,0.1351,0.1210,0.94,0.99,2024-06-18 09:35:55,46.813348,9.844490833333333,0.5462880558742251,1.1703314012736825,170,0.9681145319742257
26,2024-06-18,09:36:07,34,844,2310.6770181811053,2517.2641454212576,2042.113752768907,01616,4648.80081N,00950.66922E,58.8,0.1793,0.1546,0.1416,0.83,0.99,2024-06-18 09:36:07,46.813346833333334,9.844487,0.5445427266222309,1.169092568600368,170,0.9681145319742257
27,2024-06-18,10:36:11,40,844,2452.1892003406097,2649.479906854955,2141.27557384418,01619,4648.80087N,00950.66960E,65.1,0.1461,0.1236,0.1113,0.95,0.99,2024-06-18 10:36:11,46.81334783333333,9.844493333333334,0.43458698374658816,1.10248233188678,170,0.9681145319742257
28,2024-06-18,10:36:48,40,844,2444.9586508872044,2641.216421765349,2136.1108956631765,01613,4648.80184N,00950.66983E,65.1,0.1489,0.1265,0.1135,0.95,0.99,2024-06-18 10:36:48,46.813364,9.844497166666667,0.43458698374658816,1.10248233188678,170,0.9681145319742257
29,2024-06-18,10:37:15,40,844,2472.8479130646247,2676.336233396175,2165.0330934767976,01612,4648.80207N,00950.66986E,65.1,0.1386,0.1146,0.1013,1.1,0.99,2024-06-18 10:37:15,46.81336783333333,9.844497666666667,0.43458698374658816,1.10248233188678,170,0.9681145319742257
30,2024-06-18,11:04:05,41,844,2483.1772694266324,2667.039812670368,2148.5061232975854,01617,4648.80192N,00950.66987E,66.4,0.1379,0.1199,0.1101,0.79,0.99,2024-06-18 11:04:05,46.81336533333333,9.844497833333334,0.4118977034706617,1.0912709211533682,170,0.9681145319742257
31,2024-06-18,11:04:22,41,844,2476.979655609428,2659.809263216963,2138.1767669355777,01614,4648.80226N,00950.66960E,66.4,0.1402,0.1224,0.1145,0.71,0.97,2024-06-18 11:04:22,46.813371,9.844493333333334,0.4118977034706617,1.0912709211533682,170,0.9681145319742257
32,2024-06-18,11:04:38,41,844,2482.1443337904316,2670.1386195789705,2145.407316388983,01612,4648.80223N,00950.66942E,66.4,0.1383,0.1189,0.1114,0.76,0.96,2024-06-18 11:04:38,46.8133705,9.844490333333333,0.4118977034706617,1.0912709211533682,170,0.9681145319742257
39,2024-06-19,08:06:25,34,842,1932.8470907285098,2114.6648822668412,1712.8062407417794,01616,4648.80122N,00950.66826E,45.0,0.2469,0.2338,0.2299,0.25,0.93,2024-06-19 08:06:25,46.813353666666664,9.844471,0.7853981633974483,1.414213562373095,171,0.9680020778543847
40,2024-06-19,08:07:15,33,842,1934.913201995991,2119.830160435544,1715.905407643001,01618,4648.80061N,00950.66876E,45.2,0.2472,0.2329,0.2294,0.26,0.91,2024-06-19 08:07:15,46.8133435,9.844479333333334,0.7819075048934596,1.4093027636414244,171,0.9680020778543847
41,2024-06-19,08:37:42,33,843,2071.276545649739,2255.1604484555514,1820.2440266507933,01613,4648.80096N,00950.66899E,50.1,0.2284,0.2128,0.2084,0.32,0.92,2024-06-19 08:37:42,46.813349333333335,9.844483166666667,0.6963863715457375,1.3035002927775803,171,0.9680020778543847
42,2024-06-19,08:37:57,33,843,2052.68154424241,2235.5323914144815,1803.715136510945,01612,4648.80078N,00950.66872E,50.2,0.2356,0.2197,0.2156,0.31,0.91,2024-06-19 08:37:57,46.813346333333335,9.844478666666667,0.6946410422937431,1.301602818869081,171,0.9680020778543847
44,2024-06-19,09:30:53,36,843,2260.325726624254,2450.4079632325097,1977.268482979352,01619,4648.80216N,00950.66865E,58.1,0.1956,0.1755,0.1674,0.55,0.96,2024-06-19 09:30:53,46.813369333333334,9.8444775,0.5567600313861911,1.1778955818805026,171,0.9680020778543847
45,2024-06-19,09:31:10,36,843,2260.325726624254,2450.4079632325097,1976.2354273456115,01619,4648.80167N,00950.66853E,58.1,0.1958,0.1756,0.1680,0.54,0.96,2024-06-19 09:31:10,46.81336116666667,9.8444755,0.5567600313861911,1.1778955818805026,171,0.9680020778543847
46,2024-06-19,09:31:28,36,843,2272.7223942291403,2462.8046308373955,1987.5990393167572,01620,4648.80143N,00950.66873E,58.1,0.1913,0.1715,0.1632,0.56,0.97,2024-06-19 09:31:28,46.81335716666667,9.844478833333334,0.5567600313861911,1.1778955818805026,171,0.9680020778543847
47,2024-06-19,10:04:24,37,843,2345.0362885909767,2541.3168590016753,2042.3509879050048,01618,4648.80187N,00950.66738E,62.2,0.1782,0.1550,0.1487,0.64,0.93,2024-06-19 10:04:24,46.8133645,9.844456333333333,0.48520153205442357,1.1304787554998594,171,0.9680020778543847
48,2024-06-19,10:04:42,37,843,2341.9371216897553,2533.052413931751,2039.251821003783,01616,4648.80164N,00950.66758E,62.2,0.1795,0.1580,0.1501,0.63,0.95,2024-06-19 10:04:42,46.81336066666667,9.844459666666667,0.48520153205442357,1.1304787554998594,171,0.9680020778543847
49,2024-06-19,10:05:02,37,843,2364.6643456320467,2549.5813040715993,2059.9129336785936,01613,4648.80161N,00950.66794E,62.3,0.1710,0.1523,0.1413,0.67,0.99,2024-06-19 10:05:02,46.81336016666667,9.844465666666666,0.48345620280242935,1.129441155788683,171,0.9680020778543847
50,2024-06-19,10:35:52,38,843,2438.0112956276234,2632.225754770841,2117.7640491680627,01620,4648.80171N,00950.66833E,65.0,0.1515,0.1296,0.1213,0.78,0.96,2024-06-19 10:35:52,46.81336183333333,9.844472166666666,0.4363323129985824,1.1033779189624917,171,0.9680020778543847
51,2024-06-19,10:36:11,38,843,2421.482405487775,2609.4985308285495,2105.3673815631764,01618,4648.80222N,00950.66877E,65.1,0.1577,0.1375,0.1266,0.77,0.99,2024-06-19 10:36:11,46.81337033333333,9.8444795,0.43458698374658816,1.10248233188678,171,0.9680020778543847
52,2024-06-19,10:36:26,38,843,2411.15184915037,2607.4324195610684,2097.1029364932524,01617,4648.80218N,00950.66912E,65.1,0.1616,0.1382,0.1302,0.76,0.95,2024-06-19 10:36:26,46.81336966666667,9.844485333333333,0.43458698374658816,1.10248233188678,171,0.9680020778543847
53,2024-06-19,11:05:43,39,843,2416.3171273190724,2607.4324195610684,2098.1359921269927,01618,4648.80365N,00950.67089E,66.5,0.1632,0.1408,0.1319,0.75,0.96,2024-06-19 11:05:43,46.81339416666667,9.844514833333333,0.41015237421866746,1.0904411040579713,171,0.9680020778543847
54,2024-06-19,11:05:59,39,843,2417.3501829528127,2609.4985308285495,2105.3673815631764,01618,4648.80365N,00950.67110E,66.5,0.1628,0.1401,0.1288,0.82,0.98,2024-06-19 11:05:59,46.81339416666667,9.844518333333333,0.41015237421866746,1.0904411040579713,171,0.9680020778543847
55,2024-06-19,11:06:16,39,843,2414.2510160515913,2607.4324195610684,2102.268214661955,01617,4648.80351N,00950.67107E,66.5,0.1640,0.1409,0.1301,0.81,0.98,2024-06-19 11:06:16,46.813391833333334,9.844517833333333,0.41015237421866746,1.0904411040579713,171,0.9680020778543847
65,2024-07-05,07:44:43,27,843,2518.9260993397775,2759.759000918016,2240.8829640412955,01610,4648.79482N,00950.67242E,40.4,0.0407,0.0329,0.0306,1.0,0.94,2024-07-05 07:44:43,46.813247,9.844540333333333,0.8656833089891874,1.5429243853794172,187,0.9674757828896804
66,2024-07-05,07:44:53,27,843,2514.791628926417,2754.5909129013157,2236.748493627935,01611,4648.79513N,00950.67092E,40.4,0.0419,0.0342,0.0319,0.96,0.94,2024-07-05 07:44:53,46.813252166666665,9.844515333333334,0.8656833089891874,1.5429243853794172,187,0.9674757828896804
80,2024-07-09,07:35:17,23,846,2322.9849234970316,2601.9911198245222,2127.680586067788,01602,4648.79094N,00950.68427E,38.4,0.0819,0.0635,0.0585,1.18,0.93,2024-07-09 07:35:17,46.81318233333333,9.844737833333333,0.9005898940290741,1.6099228424384644,191,0.9677204433233475
81,2024-07-09,07:35:24,23,846,2322.9849234970316,2610.2579700860774,2134.9140800466494,01603,4648.79131N,00950.68330E,38.4,0.0820,0.0616,0.0565,1.31,0.93,2024-07-09 07:35:24,46.8131885,9.844721666666667,0.9005898940290741,1.6099228424384644,191,0.9677204433233475
82,2024-07-09,07:35:36,23,846,2322.9849234970316,2600.9577635418277,2125.6138735023997,01602,4648.79189N,00950.68188E,38.4,0.0822,0.0640,0.0593,1.15,0.93,2024-07-09 07:35:36,46.813198166666666,9.844698,0.9005898940290741,1.6099228424384644,191,0.9677204433233475
83,2024-07-09,08:03:13,26,832,2395.31986328564,2657.7923590900205,2171.0815499409537,01608,4648.78940N,00950.68623E,43.1,0.0882,0.0671,0.0582,1.46,0.98,2024-07-09 08:03:13,46.813156666666664,9.8447705,0.8185594191853406,1.4635421971679012,191,0.9677204433233475
85,2024-07-09,08:03:33,26,846,2373.6193813490577,2635.0585208707435,2159.714630831315,01611,4648.79419N,00950.67291E,43.1,0.0919,0.0716,0.0611,1.43,0.99,2024-07-09 08:03:33,46.8132365,9.8445485,0.8185594191853406,1.4635421971679012,191,0.9677204433233475
86,2024-07-09,10:10:52,32,846,2534.8229614493857,2759.0612747940722,2223.7827203583684,01599,4648.79365N,00950.67567E,61.5,0.1067,0.0806,0.0721,1.38,0.95,2024-07-09 10:10:52,46.813227499999996,9.8445945,0.49741883681838395,1.1378931811773303,191,0.9677204433233475
87,2024-07-09,10:11:00,32,846,2519.3226172089694,2741.4942179882673,2211.3824449660356,01596,4648.79363N,00950.67518E,61.5,0.1122,0.0862,0.0771,1.32,0.96,2024-07-09 10:11:00,46.813227166666664,9.844586333333334,0.49741883681838395,1.1378931811773303,191,0.9677204433233475
88,2024-07-09,10:11:08,32,846,2510.0224106647197,2732.1940114440176,2200.015525856397,01594,4648.79369N,00950.67476E,61.5,0.1155,0.0892,0.0816,1.22,0.94,2024-07-09 10:11:08,46.81322816666667,9.844579333333334,0.49741883681838395,1.1378931811773303,191,0.9677204433233475
89,2024-07-10,07:15:24,24,847,2077.897905219195,2390.9775000881236,1996.2698920355465,01603,4648.79213N,00950.67766E,34.9,0.1262,0.0987,0.0849,1.39,0.99,2024-07-10 07:15:24,46.81320216666667,9.844627666666666,0.9616764178488756,1.7478060166333211,192,0.967805008585281
90,2024-07-10,07:15:36,24,847,2075.831373239862,2383.7446381604586,1991.1035620872144,01607,4648.79303N,00950.67834E,34.9,0.1270,0.1007,0.0865,1.34,0.99,2024-07-10 07:15:36,46.81321716666667,9.844639,0.9616764178488756,1.7478060166333211,192,0.967805008585281
91,2024-07-10,07:15:50,24,847,2086.164033136526,2394.077298057123,2000.4029559942123,01615,4648.79364N,00950.67712E,35.0,0.1244,0.0984,0.0840,1.38,0.99,2024-07-10 07:15:50,46.81322733333333,9.844618666666667,0.9599310885968813,1.7434467956210982,192,0.967805008585281
92,2024-07-10,07:16:07,24,847,2086.164033136526,2398.2103620157886,1999.3696900045459,0000M,4648.79335N,00950.67668E,35.0,0.1248,0.0976,0.0845,1.37,0.99,2024-07-10 07:16:07,46.8132225,9.844611333333333,0.9599310885968813,1.7434467956210982,192,0.967805008585281
93,2024-07-10,07:38:54,26,846,2158.4926524131765,2449.8736614991103,2030.3676696945388,01613,4648.79303N,00950.67248E,38.9,0.1307,0.1032,0.0893,1.34,0.99,2024-07-10 07:38:54,46.81321716666667,9.844541333333334,0.8918632477691024,1.5924503644263928,192,0.967805008585281
94,2024-07-10,07:39:30,26,846,2170.8918442891736,2469.5057153027724,2046.8999255292017,01610,4648.79353N,00950.67255E,39.0,0.1278,0.0986,0.0845,1.45,0.99,2024-07-10 07:39:30,46.8132255,9.8445425,0.8901179185171081,1.5890157290657494,192,0.967805008585281
95,2024-07-10,08:38:37,26,846,2325.881742739138,2599.697230000743,2121.295076785185,01592,4648.79463N,00950.66711E,48.7,0.1325,0.0990,0.0874,1.46,0.96,2024-07-10 08:38:37,46.81324383333333,9.844451833333334,0.7208209810736581,1.331089766440083,192,0.967805008585281
96,2024-07-10,08:38:51,27,846,2328.981540708138,2596.5974320317437,2121.295076785185,01591,4648.79366N,00950.66767E,48.8,0.1317,0.1000,0.0875,1.44,0.97,2024-07-10 08:38:51,46.81322766666667,9.844461166666667,0.7190756518216638,1.329053941086364,192,0.967805008585281
97,2024-07-10,08:39:02,27,846,2333.114604666803,2596.5974320317437,2127.4946727231836,01592,4648.79289N,00950.66891E,48.8,0.1305,0.1001,0.0854,1.49,0.99,2024-07-10 08:39:02,46.81321483333333,9.844481833333333,0.7190756518216638,1.329053941086364,192,0.967805008585281
98,2024-07-10,09:09:08,25,846,2363.07931836713,2621.395815783738,2133.694268661182,01609,4648.79482N,00950.67501E,53.4,0.1400,0.1060,0.0933,1.42,0.97,2024-07-10 09:09:08,46.813247,9.8445835,0.6387905062299246,1.2456131448333823,192,0.967805008585281
99,2024-07-10,09:09:22,25,846,2373.411978263794,2632.7617416700687,2147.1267265268457,01611,4648.79531N,00950.67693E,53.5,0.1366,0.1026,0.0884,1.53,0.98,2024-07-10 09:09:22,46.813255166666664,9.8446155,0.6370451769779303,1.2440025693531807,192,0.967805008585281
100,2024-07-10,09:09:38,25,846,2366.179116336129,2624.495613752737,2132.6610026715157,01615,4648.79571N,00950.67940E,53.5,0.1392,0.1053,0.0939,1.39,0.96,2024-07-10 09:09:38,46.813261833333335,9.844656666666667,0.6370451769779303,1.2440025693531807,192,0.967805008585281
101,2024-07-10,09:09:53,25,846,2362.0460523774636,2619.329283804405,2134.7275346508486,01616,4648.79560N,00950.67875E,53.5,0.1407,0.1070,0.0932,1.45,0.97,2024-07-10 09:09:53,46.81326,9.844645833333333,0.6370451769779303,1.2440025693531807,192,0.967805008585281
102,2024-07-11,07:08:19,23,847,2049.8008737274213,2363.883265669526,1979.5456018456346,01616,4648.79479N,00950.67138E,33.6,0.1240,0.0983,0.0845,1.35,0.99,2024-07-11 07:08:19,46.8132465,9.844523,0.9843656981248018,1.8070387980577343,193,0.9678988946825031
103,2024-07-11,07:08:28,23,847,2042.5687133866488,2363.883265669526,1975.4129387937646,01612,4648.79400N,00950.67406E,33.6,0.1262,0.0985,0.0857,1.36,0.98,2024-07-11 07:08:28,46.813233333333336,9.844567666666666,0.9843656981248018,1.8070387980577343,193,0.9678988946825031
104,2024-07-11,07:08:40,23,847,2046.7013764385188,2366.9827629584283,1976.446104556732,01613,4648.79302N,00950.67518E,33.6,0.1253,0.0979,0.0856,1.34,0.98,2024-07-11 07:08:40,46.813217,9.844586333333334,0.9843656981248018,1.8070387980577343,193,0.9678988946825031
105,2024-07-11,07:29:42,25,846,2162.415941890873,2462.0340131514336,2037.4028845718117,01622,4648.79318N,00950.66995E,37.2,0.1188,0.0927,0.0814,1.33,0.98,2024-07-11 07:29:42,46.81321966666667,9.844499166666667,0.921533845053006,1.6539885279647328,193,0.9678988946825031
106,2024-07-11,07:30:15,25,846,2165.5154391797755,2467.199841966271,2043.6018791496165,01614,4648.79460N,00950.66853E,37.3,0.1186,0.0918,0.0799,1.38,0.98,2024-07-11 07:30:15,46.81324333333333,9.8444755,0.9197885158010117,1.6501966036998805,193,0.9678988946825031
107,2024-07-11,07:30:34,25,846,2172.7475995205477,2474.432002307043,2049.8008737274213,01614,4648.79481N,00950.66904E,37.4,0.1169,0.0903,0.0783,1.41,0.98,2024-07-11 07:30:34,46.81324683333333,9.844484,0.9180431865490174,1.6464270301821493,193,0.9678988946825031
108,2024-07-11,07:57:00,25,846,2247.135534454204,2533.3224507961877,2083.895343905347,01606,4648.78862N,00950.68843E,41.8,0.1221,0.0936,0.0817,1.41,0.97,2024-07-11 07:57:00,46.81314366666667,9.844807166666667,0.8412486994612669,1.5003020027302587,193,0.9678988946825031
109,2024-07-11,07:57:40,26,846,2243.002871402334,2530.222953507285,2084.9285096683143,01601,4648.79086N,00950.68307E,41.9,0.1240,0.0948,0.0817,1.46,0.98,2024-07-11 07:57:40,46.813181,9.844717833333334,0.8395033702092726,1.497381329807535,193,0.9678988946825031
110,2024-07-11,07:57:53,26,846,2248.1687002171716,2530.222953507285,2090.0943384831517,01601,4648.79126N,00950.68258E,42.0,0.1227,0.0950,0.0802,1.49,0.99,2024-07-11 07:57:53,46.813187666666664,9.844709666666667,0.8377580409572782,1.4944765498646086,193,0.9678988946825031
111,2024-07-11,08:12:11,26,846,2282.2631703950974,2564.3174236852115,2103.5254934017285,01615,4648.78935N,00950.68996E,44.3,0.1250,0.0945,0.0824,1.47,0.97,2024-07-11 08:12:11,46.81315583333333,9.844832666666667,0.7976154681614086,1.431812878183043,193,0.9678988946825031
112,2024-07-11,08:12:27,26,846,2279.163673106195,2557.085263344439,2101.4591618757936,01614,4648.78968N,00950.68827E,44.4,0.1262,0.0966,0.0832,1.46,0.98,2024-07-11 08:12:27,46.81316133333333,9.8448045,0.7958701389094143,1.4292588193434115,193,0.9678988946825031
113,2024-07-11,08:12:39,27,846,2281.2300046321297,2557.085263344439,2103.5254934017285,0000M,4648.79028N,00950.68608E,44.4,0.1257,0.0967,0.0826,1.47,0.99,2024-07-11 08:12:39,46.81317133333334,9.844768,0.7958701389094143,1.4292588193434115,193,0.9678988946825031
114,2024-07-11,08:38:01,27,846,2294.6611595507065,2564.3174236852115,2103.5254934017285,01602,4648.79271N,00950.68719E,48.5,0.1417,0.1086,0.0932,1.47,0.98,2024-07-11 08:38:01,46.813211833333334,9.8447865,0.7243116395776468,1.3351924182467427,193,0.9678988946825031
115,2024-07-11,08:38:24,27,846,2311.191811758186,2583.947573181593,2112.8239852684355,01602,4648.78911N,00950.69235E,48.6,0.1366,0.1031,0.0900,1.46,0.97,2024-07-11 08:38:24,46.813151833333336,9.8448725,0.7225663103256524,1.3331359054501724,193,0.9678988946825031
116,2024-07-11,08:38:44,27,846,2312.2249775211535,2582.914407418625,2111.790819505468,01604,4648.78900N,00950.69283E,48.6,0.1365,0.1036,0.0905,1.44,0.97,2024-07-11 08:38:44,46.81315,9.8448805,0.7225663103256524,1.3331359054501724,193,0.9678988946825031
117,2024-07-11,08:39:33,27,846,2321.5234693878606,2588.0802362334625,2120.0561456092078,01610,4648.78946N,00950.69133E,48.8,0.1341,0.1025,0.0879,1.48,0.98,2024-07-11 08:39:33,46.81315766666667,9.8448555,0.7190756518216638,1.329053941086364,193,0.9678988946825031
118,2024-07-11,08:53:33,26,846,2331.855127017535,2597.3787281001696,2124.1888086610775,01596,4648.79501N,00950.65970E,51.0,0.1403,0.1063,0.0915,1.5,0.98,2024-07-11 08:53:33,46.81325016666667,9.844328333333333,0.6806784082777885,1.2867595658931672,193,0.9678988946825031
119,2024-07-11,08:53:56,27,846,2330.8219612545677,2595.3123965742348,2123.15564289811,01608,4648.79463N,00950.66910E,51.0,0.1409,0.1071,0.0920,1.5,0.98,2024-07-11 08:53:56,46.81324383333333,9.844485,0.6806784082777885,1.2867595658931672,193,0.9678988946825031
120,2024-07-11,09:15:24,27,846,2400.0440673733865,2655.236010826347,2160.349610364938,01650,4648.79292N,00950.70601E,54.2,0.1304,0.0977,0.0849,1.51,0.97,2024-07-11 09:15:24,46.81321533333333,9.845100166666667,0.62482787221397,1.2329485998353475,193,0.9678988946825031
121,2024-07-11,09:15:46,27,846,2397.9777358474516,2652.1365135374444,2161.382776127906,0000M,4648.79446N,00950.69515E,54.3,0.1313,0.0988,0.0846,1.54,0.98,2024-07-11 09:15:46,46.813241,9.844919166666667,0.6230825429619757,1.2314004248152048,193,0.9678988946825031
122,2024-07-11,09:16:05,27,846,2384.546580928875,2640.7716901448025,2152.0842842611987,0000M,4648.79454N,00950.69337E,54.3,0.1361,0.1024,0.0882,1.52,0.98,2024-07-11 09:16:05,46.813242333333335,9.8448895,0.6230825429619757,1.2314004248152048,193,0.9678988946825031
123,2024-07-11,09:30:30,27,846,2385.5797466918425,2632.506364041063,2151.051118498231,01610,4648.79377N,00950.67389E,56.3,0.1431,0.1100,0.0924,1.53,0.99,2024-07-11 09:30:30,46.8132295,9.844564833333333,0.5881759579220891,1.2019893566236353,193,0.9678988946825031
124,2024-07-11,09:30:41,27,846,2379.3807521140375,2635.605861329965,2148.984786972296,01607,4648.79503N,00950.67032E,56.4,0.1453,0.1091,0.0933,1.56,0.98,2024-07-11 09:30:41,46.8132505,9.844505333333334,0.5864306286700948,1.200593706972173,193,0.9678988946825031
125,2024-07-11,10:08:11,25,846,2396.9445700844844,2649.037016248542,2151.051118498231,01614,4648.79207N,00950.67834E,60.9,0.1542,0.1152,0.1005,1.51,0.97,2024-07-11 10:08:11,46.813201166666666,9.844639,0.5078908123303499,1.1444630232419408,193,0.9678988946825031
